SEXE,EDAT,DATA,ESDEVENIMENT,PAUTA,RECOMPTE
Dona,80 o més,19/02/2021,Hospitalització,Completa,1
Home,60 a 69,23/06/2021,Crítics,Completa,1
Dona,80 o més,15/07/2021,Defunció,Completa,2
Home,80 o més,24/05/2021,Cas,No iniciada,1
Dona,50 a 59,29/05/2021,Hospitalització,Parcial,1
Home,40 a 49,15/01/2021,Hospitalització,No iniciada,17
Home,60 a 69,23/07/2021,Hospitalització,Parcial,10
Home,80 o més,13/07/2021,Hospitalització,No iniciada,3
Home,80 o més,22/01/2021,Cas,Parcial,6
Home,10 a 19,18/08/2021,Hospitalització,No iniciada,2
Dona,60 a 69,05/09/2021,Defunció,Completa,1
Home,70 a 79,16/03/2021,Crítics,No iniciada,4
Home,80 o més,12/03/2021,Defunció,No iniciada,8
Dona,80 o més,25/03/2021,Defunció,Parcial,1
Home,30 a 39,28/07/2021,Hospitalització,No iniciada,11
Home,40 a 49,18/05/2021,Crítics,No iniciada,1
Home,80 o més,30/06/2021,Hospitalització,Completa,1
Home,40 a 49,27/07/2021,Crítics,Parcial,1
Dona,30 a 39,12/04/2021,Hospitalització,No iniciada,3
Home,80 o més,30/06/2021,Cas,Completa,17
Home,50 a 59,28/01/2021,Crítics,No iniciada,8
Home,80 o més,08/03/2021,Cas,No iniciada,25
Dona,60 a 69,19/08/2021,Defunció,No iniciada,1
Home,80 o més,11/08/2021,Crítics,Completa,1
Dona,40 a 49,22/07/2021,Crítics,No iniciada,1
Home,40 a 49,22/06/2021,Hospitalització,No iniciada,8
Dona,60 a 69,11/08/2021,Crítics,No iniciada,1
Dona,60 a 69,19/08/2021,Hospitalització,No iniciada,1
Home,60 a 69,20/03/2021,Hospitalització,No iniciada,7
Dona,30 a 39,06/07/2021,Crítics,No iniciada,1
Home,50 a 59,22/03/2021,Hospitalització,No iniciada,18
Dona,80 o més,18/09/2021,Defunció,Completa,1
Dona,50 a 59,16/06/2021,Hospitalització,No iniciada,2
Home,70 a 79,02/08/2021,Crítics,No iniciada,4
Dona,60 a 69,14/06/2021,Hospitalització,No iniciada,3
Dona,80 o més,15/08/2021,Hospitalització,Completa,13
Home,60 a 69,08/02/2021,Defunció,No iniciada,4
Home,50 a 59,11/05/2021,Crítics,No iniciada,5
Home,50 a 59,09/07/2021,Hospitalització,No iniciada,5
Dona,80 o més,25/01/2021,Cas,Parcial,17
Home,70 a 79,28/07/2021,Hospitalització,Parcial,3
Home,80 o més,14/08/2021,Hospitalització,No iniciada,1
Dona,60 a 69,29/08/2021,Crítics,Completa,1
Dona,60 a 69,29/08/2021,Crítics,No iniciada,1
Home,60 a 69,24/03/2021,Defunció,No iniciada,1
Dona,70 a 79,26/06/2021,Hospitalització,Completa,1
Dona,20 a 29,28/08/2021,Hospitalització,No iniciada,2
Dona,0 a 9,17/07/2021,Hospitalització,No iniciada,1
Home,60 a 69,21/07/2021,Crítics,Parcial,3
Dona,80 o més,05/05/2021,Defunció,Parcial,1
Dona,80 o més,22/03/2021,Hospitalització,Parcial,3
Dona,80 o més,15/06/2021,Hospitalització,Completa,1
Dona,20 a 29,21/03/2021,Crítics,No iniciada,1
Home,60 a 69,26/03/2021,Hospitalització,No iniciada,11
Dona,80 o més,14/09/2021,Defunció,Completa,2
Home,80 o més,10/07/2021,Cas,Completa,15
Home,80 o més,05/10/2021,Defunció,Completa,1
Dona,30 a 39,04/10/2021,Hospitalització,No iniciada,1
Dona,50 a 59,14/02/2021,Hospitalització,Completa,1
Home,60 a 69,13/07/2021,Hospitalització,Completa,10
Home,80 o més,17/04/2021,Defunció,No iniciada,5
No classificat,No classificat,15/06/2021,Hospitalització,No iniciada,1
Home,20 a 29,31/08/2021,Hospitalització,Completa,1
Home,50 a 59,13/08/2021,Hospitalització,No iniciada,6
No classificat,No classificat,01/07/2021,Hospitalització,No iniciada,1
Home,80 o més,29/07/2021,Defunció,Completa,6
Home,40 a 49,08/05/2021,Hospitalització,Completa,1
Dona,60 a 69,24/06/2021,Crítics,Parcial,1
Dona,80 o més,31/03/2021,Cas,Completa,1
Home,50 a 59,26/01/2021,Hospitalització,No iniciada,33
Home,80 o més,27/01/2021,Hospitalització,Parcial,5
Dona,50 a 59,24/04/2021,Hospitalització,No iniciada,6
Dona,60 a 69,06/05/2021,Hospitalització,No iniciada,8
Dona,60 a 69,25/08/2021,Crítics,Completa,1
Dona,80 o més,23/01/2021,Defunció,No iniciada,25
Dona,80 o més,09/04/2021,Hospitalització,Parcial,5
Home,80 o més,07/05/2021,Defunció,No iniciada,1
Home,50 a 59,01/09/2021,Crítics,Completa,1
Home,70 a 79,25/04/2021,Hospitalització,No iniciada,7
Home,60 a 69,31/03/2021,Hospitalització,Completa,1
Dona,30 a 39,11/09/2021,Crítics,No iniciada,1
Home,50 a 59,31/07/2021,Hospitalització,Completa,1
Home,40 a 49,12/09/2021,Hospitalització,No iniciada,1
Home,60 a 69,18/07/2021,Defunció,No iniciada,1
Home,20 a 29,22/08/2021,Crítics,No iniciada,1
Dona,70 a 79,30/04/2021,Hospitalització,No iniciada,11
Dona,80 o més,29/06/2021,Cas,Completa,9
Home,60 a 69,03/02/2021,Defunció,No iniciada,4
Home,30 a 39,28/02/2021,Hospitalització,No iniciada,2
Dona,50 a 59,10/05/2021,Hospitalització,No iniciada,7
Dona,40 a 49,28/08/2021,Crítics,No iniciada,1
Home,60 a 69,03/05/2021,Crítics,Parcial,1
Home,80 o més,23/05/2021,Cas,Parcial,1
Home,60 a 69,24/04/2021,Hospitalització,Parcial,5
Home,80 o més,23/08/2021,Hospitalització,Completa,7
Dona,80 o més,01/09/2021,Cas,Completa,29
Dona,70 a 79,24/02/2021,Crítics,No iniciada,4
Home,20 a 29,19/08/2021,Hospitalització,No iniciada,1
Home,30 a 39,20/03/2021,Hospitalització,No iniciada,6
Dona,40 a 49,23/01/2021,Crítics,No iniciada,2
Home,60 a 69,12/05/2021,Crítics,Parcial,2
Home,50 a 59,19/08/2021,Defunció,Completa,1
Home,70 a 79,31/01/2021,Defunció,No iniciada,8
Dona,60 a 69,21/02/2021,Hospitalització,No iniciada,5
Dona,40 a 49,05/07/2021,Hospitalització,No iniciada,5
No classificat,No classificat,23/05/2021,Hospitalització,No iniciada,1
Home,70 a 79,29/04/2021,Hospitalització,No iniciada,16
Dona,60 a 69,03/02/2021,Defunció,No iniciada,1
Dona,50 a 59,17/03/2021,Crítics,No iniciada,1
Dona,30 a 39,30/08/2021,Hospitalització,Parcial,1
Home,40 a 49,17/07/2021,Hospitalització,Completa,1
Home,50 a 59,17/04/2021,Hospitalització,No iniciada,16
Home,60 a 69,27/06/2021,Hospitalització,Parcial,1
Dona,40 a 49,23/01/2021,Defunció,No iniciada,1
Home,70 a 79,26/05/2021,Defunció,No iniciada,3
Home,80 o més,03/03/2021,Hospitalització,Completa,1
Home,70 a 79,31/07/2021,Defunció,Parcial,1
Dona,80 o més,29/03/2021,Defunció,No iniciada,4
No classificat,No classificat,06/02/2021,Hospitalització,No iniciada,1
Home,80 o més,04/09/2021,Crítics,Completa,2
Home,50 a 59,11/01/2021,Defunció,No iniciada,4
Dona,70 a 79,14/03/2021,Crítics,No iniciada,2
Dona,80 o més,28/05/2021,Cas,Completa,6
Home,40 a 49,22/01/2021,Hospitalització,No iniciada,14
Home,50 a 59,19/04/2021,Hospitalització,Completa,1
Home,80 o més,24/01/2021,Defunció,No iniciada,18
Home,70 a 79,21/08/2021,Defunció,No iniciada,1
Dona,80 o més,27/08/2021,Cas,Completa,23
Home,70 a 79,07/08/2021,Defunció,No iniciada,2
Dona,50 a 59,09/02/2021,Hospitalització,No iniciada,9
Dona,70 a 79,21/01/2021,Hospitalització,Parcial,1
Dona,20 a 29,13/06/2021,Hospitalització,No iniciada,1
Dona,80 o més,27/01/2021,Defunció,Parcial,11
Home,50 a 59,16/05/2021,Hospitalització,No iniciada,11
Home,70 a 79,01/08/2021,Hospitalització,Completa,4
Home,70 a 79,07/09/2021,Crítics,Completa,1
Home,70 a 79,07/05/2021,Crítics,No iniciada,2
Dona,80 o més,18/05/2021,Hospitalització,Parcial,1
Home,80 o més,22/08/2021,Cas,No iniciada,1
Home,60 a 69,13/01/2021,Crítics,No iniciada,9
Home,50 a 59,08/03/2021,Hospitalització,Parcial,1
Home,30 a 39,15/06/2021,Hospitalització,No iniciada,1
Dona,70 a 79,08/07/2021,Crítics,Completa,1
Home,80 o més,11/10/2021,Hospitalització,Completa,1
Dona,60 a 69,19/07/2021,Hospitalització,Parcial,7
Home,70 a 79,24/04/2021,Defunció,Parcial,1
Home,70 a 79,13/08/2021,Hospitalització,Completa,10
Dona,50 a 59,15/07/2021,Hospitalització,Completa,2
Dona,50 a 59,23/02/2021,Hospitalització,No iniciada,13
Home,70 a 79,06/10/2021,Hospitalització,Completa,1
Home,70 a 79,09/02/2021,Crítics,No iniciada,8
Dona,80 o més,22/08/2021,Cas,Completa,13
Dona,50 a 59,31/07/2021,Crítics,No iniciada,3
Dona,80 o més,04/08/2021,Cas,No iniciada,14
Home,80 o més,21/03/2021,Cas,Parcial,3
No classificat,No classificat,25/07/2021,Hospitalització,No iniciada,1
Home,80 o més,25/04/2021,Hospitalització,Completa,1
Home,80 o més,26/08/2021,Crítics,No iniciada,1
Dona,70 a 79,30/07/2021,Hospitalització,Parcial,1
Dona,50 a 59,04/01/2021,Defunció,No iniciada,1
Dona,80 o més,18/04/2021,Defunció,No iniciada,1
Dona,70 a 79,29/01/2021,Defunció,No iniciada,2
No classificat,No classificat,30/07/2021,Crítics,No iniciada,1
Dona,80 o més,29/03/2021,Cas,No iniciada,49
Home,70 a 79,26/08/2021,Defunció,No iniciada,1
Dona,40 a 49,22/05/2021,Hospitalització,No iniciada,2
Home,20 a 29,08/08/2021,Hospitalització,No iniciada,2
Home,50 a 59,08/09/2021,Defunció,No iniciada,1
Home,50 a 59,14/04/2021,Defunció,No iniciada,1
Home,30 a 39,08/06/2021,Hospitalització,No iniciada,3
Dona,80 o més,30/06/2021,Cas,Completa,14
Home,30 a 39,09/07/2021,Hospitalització,Parcial,2
Home,50 a 59,14/09/2021,Hospitalització,No iniciada,4
Home,80 o més,16/03/2021,Crítics,No iniciada,3
Home,70 a 79,02/03/2021,Crítics,No iniciada,4
Home,30 a 39,23/06/2021,Hospitalització,No iniciada,1
Dona,80 o més,05/07/2021,Cas,Parcial,1
Dona,70 a 79,19/07/2021,Hospitalització,Completa,7
Home,60 a 69,19/09/2021,Hospitalització,No iniciada,1
Home,70 a 79,28/08/2021,Crítics,No iniciada,1
Dona,10 a 19,16/02/2021,Hospitalització,No iniciada,2
Dona,80 o més,10/09/2021,Cas,No iniciada,1
Dona,80 o més,05/10/2021,Cas,Completa,11
Home,60 a 69,16/08/2021,Hospitalització,Parcial,2
Home,80 o més,27/08/2021,Hospitalització,No iniciada,3
Home,70 a 79,07/09/2021,Hospitalització,No iniciada,1
Dona,20 a 29,13/07/2021,Hospitalització,Completa,1
Dona,30 a 39,05/07/2021,Crítics,No iniciada,2
Dona,40 a 49,05/05/2021,Hospitalització,No iniciada,4
Dona,80 o més,01/05/2021,Hospitalització,Completa,1
Dona,40 a 49,30/07/2021,Crítics,No iniciada,2
Home,60 a 69,06/09/2021,Hospitalització,Completa,3
Dona,70 a 79,03/05/2021,Hospitalització,Parcial,5
Home,70 a 79,01/06/2021,Hospitalització,No iniciada,2
Dona,20 a 29,19/03/2021,Hospitalització,No iniciada,2
Home,60 a 69,21/09/2021,Defunció,Completa,1
Dona,60 a 69,01/08/2021,Hospitalització,Completa,3
Dona,70 a 79,15/08/2021,Crítics,No iniciada,2
Dona,70 a 79,10/03/2021,Hospitalització,No iniciada,11
Dona,20 a 29,25/03/2021,Hospitalització,No iniciada,4
Home,50 a 59,06/10/2021,Hospitalització,No iniciada,1
Home,50 a 59,17/08/2021,Hospitalització,No iniciada,9
Home,80 o més,27/04/2021,Cas,Parcial,16
Dona,80 o més,11/07/2021,Cas,Parcial,3
Home,70 a 79,21/07/2021,Hospitalització,No iniciada,4
Home,60 a 69,12/05/2021,Crítics,No iniciada,3
Dona,30 a 39,25/07/2021,Crítics,No iniciada,4
Dona,30 a 39,06/03/2021,Crítics,No iniciada,1
Home,80 o més,25/08/2021,Hospitalització,Completa,10
Home,70 a 79,06/03/2021,Defunció,No iniciada,8
Dona,70 a 79,23/06/2021,Hospitalització,Parcial,1
Home,80 o més,06/09/2021,Defunció,Completa,1
Home,70 a 79,04/09/2021,Hospitalització,No iniciada,1
Dona,70 a 79,31/07/2021,Hospitalització,Completa,6
Dona,70 a 79,12/08/2021,Crítics,Completa,1
Home,70 a 79,14/05/2021,Crítics,Parcial,1
Home,40 a 49,02/08/2021,Crítics,Parcial,1
Dona,30 a 39,22/04/2021,Defunció,No iniciada,1
Dona,30 a 39,17/08/2021,Crítics,No iniciada,2
Home,40 a 49,06/05/2021,Hospitalització,No iniciada,7
Dona,20 a 29,22/03/2021,Hospitalització,Completa,1
Home,50 a 59,04/08/2021,Hospitalització,Completa,7
Home,80 o més,09/04/2021,Defunció,No iniciada,6
Home,70 a 79,22/02/2021,Hospitalització,No iniciada,16
Home,80 o més,18/09/2021,Defunció,Completa,1
Dona,20 a 29,13/08/2021,Crítics,No iniciada,1
Dona,50 a 59,08/08/2021,Hospitalització,Parcial,1
Dona,60 a 69,30/01/2021,Hospitalització,No iniciada,13
Dona,80 o més,14/01/2021,Defunció,No iniciada,30
Home,40 a 49,08/05/2021,Hospitalització,No iniciada,10
Home,80 o més,08/09/2021,Defunció,Completa,1
Dona,40 a 49,05/05/2021,Crítics,No iniciada,1
Dona,80 o més,15/04/2021,Cas,Parcial,15
Home,80 o més,13/09/2021,Cas,Completa,19
Home,60 a 69,20/02/2021,Defunció,No iniciada,7
Dona,70 a 79,04/08/2021,Crítics,Completa,2
Home,60 a 69,30/07/2021,Crítics,Completa,1
Dona,80 o més,07/06/2021,Defunció,No iniciada,1
Home,80 o més,01/04/2021,Cas,Parcial,2
Home,50 a 59,07/08/2021,Hospitalització,Completa,4
Home,30 a 39,10/03/2021,Hospitalització,No iniciada,7
Home,50 a 59,14/05/2021,Hospitalització,Completa,1
Dona,50 a 59,05/03/2021,Hospitalització,Parcial,1
Home,50 a 59,15/07/2021,Hospitalització,Completa,2
Dona,20 a 29,27/05/2021,Hospitalització,No iniciada,2
Home,80 o més,06/01/2021,Defunció,No iniciada,11
Home,80 o més,25/08/2021,Hospitalització,No iniciada,1
Dona,80 o més,27/08/2021,Defunció,Completa,2
Home,70 a 79,05/03/2021,Defunció,No iniciada,7
Dona,60 a 69,03/08/2021,Hospitalització,Parcial,3
Dona,40 a 49,28/02/2021,Crítics,No iniciada,1
Dona,30 a 39,08/04/2021,Hospitalització,No iniciada,7
Dona,80 o més,11/03/2021,Cas,Parcial,3
Home,70 a 79,23/01/2021,Defunció,Parcial,2
Home,20 a 29,26/03/2021,Hospitalització,No iniciada,1
Dona,70 a 79,18/09/2021,Hospitalització,Completa,2
Dona,80 o més,16/02/2021,Crítics,No iniciada,1
Home,80 o més,31/03/2021,Cas,Parcial,7
Home,70 a 79,24/07/2021,Crítics,Completa,3
No classificat,No classificat,16/05/2021,Hospitalització,No iniciada,2
Home,80 o més,28/03/2021,Defunció,No iniciada,3
Home,30 a 39,21/03/2021,Crítics,No iniciada,1
Home,30 a 39,01/08/2021,Hospitalització,No iniciada,9
Dona,50 a 59,25/01/2021,Defunció,No iniciada,1
Home,80 o més,28/04/2021,Cas,Completa,2
Dona,80 o més,30/06/2021,Hospitalització,Parcial,1
Dona,80 o més,27/04/2021,Hospitalització,Parcial,4
Home,60 a 69,14/03/2021,Defunció,No iniciada,1
Home,40 a 49,29/08/2021,Hospitalització,No iniciada,1
Home,40 a 49,02/01/2021,Hospitalització,No iniciada,14
Dona,80 o més,18/05/2021,Hospitalització,No iniciada,1
Dona,30 a 39,15/07/2021,Crítics,No iniciada,3
Dona,80 o més,13/04/2021,Hospitalització,Parcial,7
Dona,50 a 59,05/07/2021,Defunció,No iniciada,1
Home,80 o més,07/04/2021,Hospitalització,No iniciada,7
Dona,80 o més,14/04/2021,Hospitalització,Completa,3
Home,30 a 39,22/07/2021,Hospitalització,Completa,1
Dona,60 a 69,21/05/2021,Hospitalització,No iniciada,3
Dona,60 a 69,01/01/2021,Crítics,No iniciada,2
Home,80 o més,07/03/2021,Hospitalització,No iniciada,8
Home,40 a 49,17/02/2021,Crítics,No iniciada,1
Dona,80 o més,03/04/2021,Defunció,Completa,1
Dona,50 a 59,11/01/2021,Crítics,No iniciada,2
Home,50 a 59,25/02/2021,Crítics,No iniciada,7
Home,70 a 79,26/04/2021,Defunció,No iniciada,2
Home,60 a 69,29/04/2021,Defunció,Parcial,1
Dona,50 a 59,09/02/2021,Crítics,No iniciada,2
Dona,80 o més,27/06/2021,Defunció,Completa,3
Home,70 a 79,17/02/2021,Defunció,No iniciada,5
Home,60 a 69,11/07/2021,Hospitalització,No iniciada,3
Home,30 a 39,25/08/2021,Crítics,No iniciada,1
Dona,70 a 79,17/02/2021,Hospitalització,No iniciada,6
Home,80 o més,24/03/2021,Cas,Parcial,8
Dona,30 a 39,17/07/2021,Hospitalització,No iniciada,14
Home,80 o més,20/08/2021,Hospitalització,No iniciada,3
Home,70 a 79,16/07/2021,Crítics,No iniciada,1
Home,80 o més,18/06/2021,Hospitalització,Completa,4
Dona,70 a 79,03/08/2021,Crítics,Completa,1
Dona,80 o més,11/01/2021,Crítics,No iniciada,1
Home,60 a 69,29/06/2021,Hospitalització,No iniciada,4
Dona,30 a 39,22/02/2021,Crítics,No iniciada,1
Dona,30 a 39,10/07/2021,Crítics,No iniciada,2
Dona,40 a 49,02/04/2021,Hospitalització,No iniciada,4
Home,60 a 69,21/08/2021,Hospitalització,Completa,4
Dona,80 o més,16/01/2021,Hospitalització,No iniciada,28
Home,70 a 79,13/03/2021,Defunció,No iniciada,3
Home,60 a 69,08/01/2021,Hospitalització,No iniciada,21
Dona,80 o més,27/02/2021,Crítics,No iniciada,1
Dona,80 o més,13/04/2021,Hospitalització,Completa,2
Home,30 a 39,25/02/2021,Hospitalització,No iniciada,4
Home,40 a 49,01/10/2021,Hospitalització,No iniciada,1
Home,70 a 79,30/07/2021,Defunció,No iniciada,1
Home,70 a 79,02/05/2021,Hospitalització,Parcial,3
Dona,80 o més,18/03/2021,Hospitalització,Parcial,2
Home,80 o més,26/01/2021,Defunció,No iniciada,32
Home,50 a 59,19/09/2021,Hospitalització,No iniciada,2
Home,60 a 69,25/08/2021,Hospitalització,Completa,10
Home,50 a 59,10/04/2021,Hospitalització,Parcial,1
Home,70 a 79,16/07/2021,Crítics,Completa,4
Dona,80 o més,02/04/2021,Defunció,Parcial,1
Dona,60 a 69,31/03/2021,Crítics,No iniciada,4
Dona,80 o més,16/06/2021,Defunció,No iniciada,1
Home,60 a 69,30/07/2021,Crítics,Parcial,1
Home,80 o més,02/03/2021,Cas,No iniciada,26
Dona,70 a 79,09/07/2021,Hospitalització,Completa,2
Home,50 a 59,30/01/2021,Defunció,No iniciada,1
Dona,80 o més,26/01/2021,Defunció,Parcial,4
Home,50 a 59,28/02/2021,Crítics,No iniciada,2
Home,0 a 9,30/06/2021,Hospitalització,No iniciada,1
Home,20 a 29,14/07/2021,Hospitalització,No iniciada,14
Home,60 a 69,18/06/2021,Crítics,No iniciada,1
Dona,60 a 69,27/04/2021,Crítics,No iniciada,3
Home,30 a 39,18/03/2021,Crítics,No iniciada,1
Dona,70 a 79,15/03/2021,Defunció,No iniciada,3
Dona,80 o més,02/03/2021,Defunció,No iniciada,9
Dona,70 a 79,15/07/2021,Hospitalització,No iniciada,2
Dona,70 a 79,27/01/2021,Hospitalització,No iniciada,20
Home,40 a 49,30/07/2021,Hospitalització,Parcial,3
Home,60 a 69,15/08/2021,Defunció,Parcial,1
Dona,50 a 59,11/07/2021,Hospitalització,Parcial,2
Home,60 a 69,23/05/2021,Crítics,Parcial,1
Dona,30 a 39,03/03/2021,Hospitalització,No iniciada,3
Dona,60 a 69,06/02/2021,Defunció,No iniciada,1
Home,80 o més,17/05/2021,Defunció,Completa,3
Home,60 a 69,25/08/2021,Hospitalització,No iniciada,3
Home,80 o més,17/08/2021,Cas,Completa,33
Dona,80 o més,18/04/2021,Cas,Parcial,4
Home,60 a 69,03/06/2021,Hospitalització,Parcial,2
Home,80 o més,11/06/2021,Hospitalització,Completa,1
Dona,80 o més,07/07/2021,Cas,Parcial,1
Home,50 a 59,09/05/2021,Hospitalització,No iniciada,11
Home,80 o més,24/02/2021,Crítics,No iniciada,1
Home,30 a 39,29/01/2021,Crítics,No iniciada,4
Dona,10 a 19,10/05/2021,Hospitalització,No iniciada,1
Home,60 a 69,26/06/2021,Defunció,No iniciada,1
Home,40 a 49,27/01/2021,Crítics,No iniciada,3
Home,80 o més,13/03/2021,Defunció,No iniciada,9
Dona,60 a 69,04/02/2021,Hospitalització,No iniciada,15
Home,60 a 69,23/05/2021,Hospitalització,No iniciada,1
Home,80 o més,29/03/2021,Cas,No iniciada,29
Home,0 a 9,05/07/2021,Hospitalització,No iniciada,1
Dona,50 a 59,14/01/2021,Hospitalització,No iniciada,10
Dona,70 a 79,11/01/2021,Hospitalització,No iniciada,19
Dona,60 a 69,14/09/2021,Crítics,Parcial,1
Home,80 o més,01/02/2021,Defunció,Parcial,1
Dona,0 a 9,04/08/2021,Hospitalització,No iniciada,2
Home,40 a 49,27/07/2021,Hospitalització,No iniciada,16
Dona,80 o més,03/08/2021,Defunció,Completa,6
Home,30 a 39,19/04/2021,Crítics,No iniciada,2
Dona,40 a 49,09/01/2021,Hospitalització,No iniciada,17
Home,30 a 39,11/04/2021,Hospitalització,No iniciada,2
Home,60 a 69,23/04/2021,Hospitalització,No iniciada,11
Dona,40 a 49,14/07/2021,Hospitalització,Completa,1
Dona,20 a 29,05/10/2021,Hospitalització,No iniciada,1
Dona,0 a 9,26/07/2021,Hospitalització,No iniciada,3
Dona,80 o més,06/03/2021,Cas,No iniciada,12
Dona,70 a 79,28/07/2021,Hospitalització,No iniciada,2
Home,70 a 79,05/05/2021,Defunció,Parcial,1
Dona,60 a 69,05/03/2021,Crítics,No iniciada,3
Dona,80 o més,09/09/2021,Cas,No iniciada,1
Home,10 a 19,24/03/2021,Hospitalització,No iniciada,2
Dona,70 a 79,01/04/2021,Crítics,No iniciada,1
Home,10 a 19,01/07/2021,Hospitalització,No iniciada,1
Dona,70 a 79,27/03/2021,Hospitalització,No iniciada,12
No classificat,No classificat,07/01/2021,Crítics,No iniciada,1
Home,80 o més,22/03/2021,Cas,No iniciada,27
Home,70 a 79,10/07/2021,Crítics,Completa,2
Home,70 a 79,22/09/2021,Hospitalització,Completa,2
Dona,80 o més,07/07/2021,Crítics,Completa,1
Dona,70 a 79,31/01/2021,Defunció,No iniciada,3
Dona,80 o més,17/09/2021,Cas,No iniciada,1
Home,80 o més,01/07/2021,Crítics,Completa,1
Dona,20 a 29,11/01/2021,Hospitalització,No iniciada,5
Home,20 a 29,13/07/2021,Crítics,No iniciada,2
Dona,30 a 39,13/07/2021,Hospitalització,Parcial,2
Home,60 a 69,08/08/2021,Crítics,No iniciada,1
Dona,60 a 69,13/09/2021,Hospitalització,Completa,1
Home,60 a 69,07/10/2021,Hospitalització,Completa,2
Home,40 a 49,04/05/2021,Crítics,No iniciada,2
Home,60 a 69,09/04/2021,Crítics,No iniciada,5
Home,60 a 69,03/05/2021,Hospitalització,No iniciada,7
Home,80 o més,28/01/2021,Defunció,Parcial,1
Dona,80 o més,19/04/2021,Defunció,No iniciada,2
Dona,80 o més,22/07/2021,Cas,Parcial,5
Dona,60 a 69,25/08/2021,Hospitalització,No iniciada,4
Home,70 a 79,29/05/2021,Hospitalització,Completa,2
Dona,60 a 69,07/07/2021,Hospitalització,No iniciada,3
Home,50 a 59,09/06/2021,Hospitalització,No iniciada,3
Dona,20 a 29,10/08/2021,Crítics,No iniciada,1
Dona,30 a 39,04/08/2021,Crítics,No iniciada,3
Dona,80 o més,07/09/2021,Defunció,No iniciada,3
Home,80 o més,31/03/2021,Cas,Completa,2
Dona,70 a 79,10/03/2021,Crítics,No iniciada,1
Home,30 a 39,01/01/2021,Hospitalització,No iniciada,5
Home,70 a 79,28/08/2021,Hospitalització,Completa,2
Dona,60 a 69,02/08/2021,Crítics,No iniciada,1
Dona,50 a 59,23/05/2021,Hospitalització,No iniciada,1
Dona,50 a 59,12/04/2021,Crítics,No iniciada,1
Dona,10 a 19,26/02/2021,Hospitalització,No iniciada,1
Home,60 a 69,01/09/2021,Defunció,Completa,1
Home,80 o més,02/05/2021,Hospitalització,Parcial,3
Dona,70 a 79,02/08/2021,Hospitalització,Completa,2
Dona,80 o més,19/01/2021,Cas,Parcial,16
Dona,30 a 39,28/01/2021,Hospitalització,Parcial,1
Dona,80 o més,20/06/2021,Cas,No iniciada,2
Dona,80 o més,05/06/2021,Hospitalització,Completa,1
Dona,30 a 39,20/08/2021,Crítics,No iniciada,1
Dona,60 a 69,24/07/2021,Hospitalització,No iniciada,3
Home,40 a 49,25/04/2021,Crítics,No iniciada,1
Home,60 a 69,04/03/2021,Crítics,No iniciada,3
Dona,20 a 29,07/01/2021,Hospitalització,No iniciada,1
Home,80 o més,08/07/2021,Hospitalització,No iniciada,1
Home,60 a 69,04/08/2021,Crítics,Completa,1
Home,70 a 79,18/04/2021,Defunció,No iniciada,2
Home,80 o més,05/05/2021,Hospitalització,Parcial,3
Home,70 a 79,10/02/2021,Crítics,No iniciada,6
Home,80 o més,05/02/2021,Hospitalització,Parcial,1
Home,70 a 79,11/03/2021,Hospitalització,Parcial,1
Home,60 a 69,24/07/2021,Hospitalització,Parcial,6
Home,70 a 79,25/06/2021,Hospitalització,Completa,1
Dona,80 o més,21/03/2021,Cas,No iniciada,12
Home,70 a 79,02/03/2021,Hospitalització,No iniciada,16
Dona,80 o més,08/03/2021,Hospitalització,Completa,1
Home,80 o més,19/08/2021,Cas,No iniciada,6
Home,30 a 39,10/06/2021,Hospitalització,No iniciada,1
Dona,40 a 49,10/07/2021,Crítics,No iniciada,1
Dona,50 a 59,17/05/2021,Crítics,No iniciada,1
Dona,70 a 79,19/08/2021,Defunció,Completa,1
Home,60 a 69,22/01/2021,Hospitalització,No iniciada,31
Dona,80 o més,20/08/2021,Defunció,Completa,4
Home,30 a 39,14/06/2021,Crítics,No iniciada,2
Home,70 a 79,31/03/2021,Hospitalització,No iniciada,19
Dona,60 a 69,16/07/2021,Defunció,Parcial,1
Dona,80 o més,10/08/2021,Defunció,Completa,8
Home,40 a 49,08/10/2021,Hospitalització,No iniciada,2
Home,60 a 69,25/09/2021,Crítics,No iniciada,1
Dona,0 a 9,10/08/2021,Hospitalització,No iniciada,4
Dona,80 o més,23/04/2021,Hospitalització,No iniciada,2
Dona,50 a 59,23/07/2021,Crítics,Parcial,1
Dona,30 a 39,23/03/2021,Hospitalització,No iniciada,3
Home,20 a 29,20/04/2021,Hospitalització,No iniciada,1
Home,70 a 79,24/04/2021,Hospitalització,Parcial,1
Dona,80 o més,21/03/2021,Hospitalització,No iniciada,3
Home,40 a 49,06/10/2021,Hospitalització,No iniciada,3
Dona,70 a 79,18/04/2021,Crítics,No iniciada,4
Dona,50 a 59,18/03/2021,Hospitalització,No iniciada,5
Home,80 o més,14/08/2021,Defunció,Parcial,1
Dona,50 a 59,12/09/2021,Hospitalització,No iniciada,2
Dona,80 o més,01/05/2021,Cas,Parcial,6
Dona,30 a 39,01/02/2021,Hospitalització,No iniciada,4
Dona,80 o més,19/04/2021,Cas,Parcial,18
Home,40 a 49,07/06/2021,Hospitalització,No iniciada,9
Dona,70 a 79,05/05/2021,Defunció,No iniciada,1
Dona,60 a 69,08/01/2021,Defunció,No iniciada,1
